Position,Rank,Player,Team,Opponent,Estimated FP,Yahoo FPPG,Salary,FP / salary,Role,Role slot,Depth,Kickoff UTC,Projection method
RB,8,Javonte Williams,DAL,NYG,15.18,14.08,29,0.524,starter,RB slot 11,1,2026-09-14 00:20,market good 90% audit: Bovada
RB,9,D'Andre Swift,CHI,CAR,15.0,13.08,28,0.536,starter,RB slot 11,1,2026-09-13 17:00,market td-estimate 35%: Bovada
RB,10,Ashton Jeanty,LV,MIA,14.6,12.8,33,0.442,starter,RB slot 11,1,2026-09-13 20:25,market td-estimate 35%: Bovada
RB,11,James Cook III,BUF,HOU,14.46,16.05,31,0.467,starter,RB slot 11,1,2026-09-13 17:00,market good 90% audit: Bovada
RB,12,Rhamondre Stevenson,NE,SEA,13.98,11.62,26,0.538,starter,RB slot 11,1,2026-09-10 00:20,market good 90% audit: Bovada
RB,13,Travis Etienne Jr.,NO,DET,13.86,14.22,30,0.462,starter,RB slot 11,1,2026-09-13 17:00,market good 90% audit: Bovada
RB,14,Breece Hall,NYJ,TEN,13.81,11.85,27,0.511,starter,RB slot 11,1,2026-09-13 17:00,market good 90% audit: Bovada
RB,15,Kenneth Walker III,KC,DEN,13.62,12.33,35,0.389,starter,RB slot 11,1,2026-09-15 00:15,70% FPPG + 30% salary prior
RB,16,Kyren Williams,LA,SF,12.82,14.93,36,0.356,starter,RB slot 11,1,2026-09-11 00:35,market good 90% audit: Bovada
RB,17,Cam Skattebo,NYG,DAL,12.58,14.46,31,0.406,starter,RB slot 11,1,2026-09-14 00:20,market good 90% audit: Bovada
RB,18,Omarion Hampton,LAC,ARI,12.57,11.96,29,0.433,starter,RB slot 11,1,2026-09-13 20:25,market fair 75%: Bovada
RB,19,Chase Brown,CIN,TB,12.09,14.59,37,0.327,starter,RB slot 11,1,2026-09-13 17:00,market fair 75%: Bovada
RB,20,David Montgomery,HOU,BUF,11.67,9.11,20,0.583,starter,RB slot 11,1,2026-09-13 17:00,market good 80% audit: Bovada
RB,21,Jaylen Warren,PIT,ATL,11.57,11.9,27,0.428,starter,RB slot 11,1,2026-09-13 17:00,market good 90% audit: Bovada
RB,22,Quinshon Judkins,CLE,JAC,11.14,11.2,24,0.464,starter,RB slot 11,1,2026-09-13 17:00,market good 90% audit: Bovada
RB,23,Tony Pollard,TEN,NYJ,10.84,9.96,22,0.493,starter,RB slot 11,1,2026-09-13 17:00,market good 90% audit: Bovada
RB,24,Rico Dowdle,PIT,ATL,10.68,11.04,21,0.508,rotation,RB slot 11,2,2026-09-13 17:00,market good 90% audit: Bovada
RB,25,J.K. Dobbins,DEN,KC,10.4,11.04,21,0.495,starter,RB slot 11,1,2026-09-15 00:15,70% FPPG + 30% salary prior
WR,1,Ja'Marr Chase,CIN,TB,17.04,15.69,39,0.437,starter,WR slot 1,1,2026-09-13 17:00,market fair 75%: Bovada
WR,2,Puka Nacua,LA,SF,17.02,19.79,38,0.448,starter,WR slot 1,1,2026-09-11 00:35,market good 90% audit: Bovada
WR,3,Jaxon Smith-Njigba,SEA,NE,15.34,17.04,35,0.438,starter,WR slot 1,1,2026-09-10 00:20,market good 90% audit: Bovada
WR,4,Amon-Ra St. Brown,DET,NO,15.3,15.62,38,0.403,starter,WR slot 1,1,2026-09-13 17:00,market good 90% audit: Bovada
WR,5,Rashee Rice,KC,DEN,14.67,15.45,29,0.506,starter,WR slot 1,1,2026-09-15 00:15,70% FPPG + 30% salary prior
WR,6,Chris Olave,NO,DET,14.49,13.69,34,0.426,starter,WR slot 1,1,2026-09-13 17:00,market good 90% audit: Bovada
WR,7,CeeDee Lamb,DAL,NYG,14.47,11.67,29,0.499,starter,WR slot 1,1,2026-09-14 00:20,market good 90% audit: Bovada
WR,8,Justin Jefferson,MIN,GB,13.05,9.38,28,0.466,starter,WR slot 1,1,2026-09-13 20:25,market good 80% audit: Bovada
WR,9,George Pickens,DAL,NYG,12.8,14.44,27,0.474,starter,WR slot 2,2,2026-09-14 00:20,market good 90% audit: Bovada
WR,10,Nico Collins,HOU,BUF,12.66,12.14,27,0.469,starter,WR slot 1,1,2026-09-13 17:00,market good 90% audit: Bovada
WR,11,Tee Higgins,CIN,TB,12.59,12.14,33,0.381,starter,WR slot 2,2,2026-09-13 17:00,market fair 75%: Bovada
WR,12,DeVonta Smith,PHI,WAS,12.2,9.68,27,0.452,starter,WR slot 1,1,2026-09-13 20:25,market good 90% audit: Bovada
WR,13,Malik Nabers,NYG,DAL,12.2,12.02,26,0.469,starter,WR slot 1,1,2026-09-14 00:20,market good 90% audit: Bovada
WR,14,Drake London,ATL,PIT,12.14,13.99,32,0.379,starter,WR slot 1,1,2026-09-13 17:00,market good 90% audit: Bovada
WR,15,Zay Flowers,BAL,IND,12.07,11.78,33,0.366,starter,WR slot 1,1,2026-09-13 17:00,market good 90% audit: Bovada
WR,16,A.J. Brown,NE,SEA,11.78,11.58,26,0.453,starter,WR slot 1,1,2026-09-10 00:20,market good 90% audit: Bovada
WR,17,Tetairoa McMillan,CAR,CHI,11.47,10.39,25,0.459,starter,WR slot 1,1,2026-09-13 17:00,market good 90% audit: Bovada
WR,18,Ladd McConkey,LAC,ARI,11.41,8.98,24,0.476,starter,WR slot 1,1,2026-09-13 20:25,market good 90% audit: Bovada
WR,19,Garrett Wilson,NYJ,TEN,11.27,11.64,25,0.451,starter,WR slot 1,1,2026-09-13 17:00,market good 90% audit: Bovada
WR,20,Davante Adams,LA,SF,10.98,13.11,27,0.407,starter,WR slot 2,2,2026-09-11 00:35,market good 90% audit: Bovada
WR,21,Jameson Williams,DET,NO,10.96,11.02,27,0.406,starter,WR slot 2,2,2026-09-13 17:00,market good 90% audit: Bovada
WR,22,Christian Watson,GB,MIN,10.75,11.45,22,0.489,starter,WR slot 1,1,2026-09-13 20:25,market good 90% audit: Bovada
WR,23,Parker Washington,JAC,CLE,10.62,10.36,27,0.393,starter,WR slot 2,1,2026-09-13 17:00,market good 90% audit: Bovada
WR,24,Emeka Egbuka,TB,CIN,10.51,9.66,20,0.526,starter,WR slot 1,1,2026-09-13 17:00,market fair 75%: Bovada
WR,25,Luther Burden III,CHI,CAR,10.14,6.68,22,0.461,starter,WR slot 2,1,2026-09-13 17:00,market good 65% audit: Bovada
TE,1,Brock Bowers,LV,MIA,12.84,12.02,26,0.494,starter,TE slot 10,1,2026-09-13 20:25,market good 90% audit: Bovada
TE,2,Trey McBride,ARI,LAC,12.49,14.88,28,0.446,starter,TE slot 10,1,2026-09-13 20:25,market good 90% audit: Bovada
TE,3,Colston Loveland,CHI,CAR,10.6,9.08,22,0.482,starter,TE slot 10,1,2026-09-13 17:00,market good 90% audit: Bovada
TE,4,Tucker Kraft,GB,MIN,10.0,12.65,23,0.435,starter,TE slot 10,1,2026-09-13 20:25,market good 90% audit: Bovada
TE,5,Tyler Warren,IND,BAL,9.36,8.85,17,0.551,starter,TE slot 10,1,2026-09-13 17:00,market good 90% audit: Bovada
TE,6,Sam LaPorta,DET,NO,9.2,9.66,21,0.438,starter,TE slot 10,1,2026-09-13 17:00,market good 90% audit: Bovada
TE,7,Kyle Pitts Sr.,ATL,PIT,8.77,9.81,21,0.417,starter,TE slot 10,1,2026-09-13 17:00,market good 90% audit: Bovada
TE,8,Juwan Johnson,NO,DET,8.7,8.32,17,0.512,starter,TE slot 10,1,2026-09-13 17:00,market good 90% audit: Bovada
TE,9,George Kittle,SF,LA,8.65,11.18,21,0.412,starter,TE slot 10,1,2026-09-11 00:35,market good 80% audit: Bovada
TE,10,Travis Kelce,KC,DEN,8.32,9.13,15,0.555,starter,TE slot 10,1,2026-09-15 00:15,70% FPPG + 30% salary prior
TE,11,Dallas Goedert,PHI,WAS,8.2,10.78,19,0.432,starter,TE slot 10,1,2026-09-13 20:25,market good 80% audit: Bovada
TE,12,Mark Andrews,BAL,IND,8.0,6.29,14,0.572,starter,TE slot 10,1,2026-09-13 17:00,market good 90% audit: Bovada
TE,13,Dalton Kincaid,BUF,HOU,7.88,9.59,16,0.492,starter,TE slot 10,1,2026-09-13 17:00,market good 90% audit: Bovada
TE,14,Harold Fannin Jr.,CLE,JAC,7.82,9.4,20,0.391,starter,TE slot 10,1,2026-09-13 17:00,market good 90% audit: Bovada
TE,15,Brenton Strange,JAC,CLE,7.69,7.45,15,0.513,starter,TE slot 10,1,2026-09-13 17:00,market good 90% audit: Bovada
TE,16,Hunter Henry,NE,SEA,7.58,8.12,15,0.506,starter,TE slot 10,1,2026-09-10 00:20,market good 90% audit: Bovada
TE,17,Dalton Schultz,HOU,BUF,7.17,7.64,14,0.512,starter,TE slot 10,1,2026-09-13 17:00,market good 90% audit: Bovada
TE,18,Jake Ferguson,DAL,NYG,7.0,8.65,14,0.5,starter,TE slot 10,1,2026-09-14 00:20,market good 90% audit: Bovada
TE,19,Isaiah Likely,NYG,DAL,6.95,4.38,16,0.434,starter,TE slot 10,1,2026-09-14 00:20,market good 90% audit: Bovada
TE,20,T.J. Hockenson,MIN,GB,6.45,5.82,13,0.496,starter,TE slot 10,1,2026-09-13 20:25,market good 90% audit: Bovada
TE,21,Cade Otton,TB,CIN,6.26,6.18,13,0.482,starter,TE slot 10,1,2026-09-13 17:00,market td-estimate 35%: Bovada
TE,22,Darren Waller,CAR,CHI,6.16,9.59,13,0.474,backup,TE slot 10,1,2026-09-13 17:00,70% FPPG + 30% salary prior
TE,23,AJ Barner,SEA,NE,6.07,6.86,12,0.506,starter,TE slot 10,1,2026-09-10 00:20,market good 90% audit: Bovada
TE,24,Pat Freiermuth,PIT,ATL,5.88,5.96,12,0.49,starter,TE slot 10,1,2026-09-13 17:00,market good 90% audit: Bovada
TE,25,Jake Tonges,SF,LA,5.86,7.05,14,0.419,rotation,TE slot 10,2,2026-09-11 00:35,market td-estimate 35%: Bovada
DEF,1,Seattle Seahawks,SEA,NE,6.84,0.0,19,0.36,starter,,1,2026-09-10 00:20,80% salary prior; zero/low FPPG
DEF,2,Houston Texans,HOU,BUF,6.48,0.0,18,0.36,starter,,1,2026-09-13 17:00,80% salary prior; zero/low FPPG
DEF,3,Jacksonville Jaguars,JAC,CLE,6.12,0.0,17,0.36,starter,,1,2026-09-13 17:00,80% salary prior; zero/low FPPG
DEF,4,Baltimore Ravens,BAL,IND,5.76,0.0,16,0.36,starter,,1,2026-09-13 17:00,80% salary prior; zero/low FPPG
DEF,5,Denver Broncos,DEN,KC,5.76,0.0,16,0.36,starter,,1,2026-09-15 00:15,80% salary prior; zero/low FPPG
DEF,6,Los Angeles Rams,LA,SF,5.76,0.0,16,0.36,starter,,1,2026-09-11 00:35,80% salary prior; zero/low FPPG
DEF,7,Minnesota Vikings,MIN,GB,5.76,0.0,16,0.36,starter,,1,2026-09-13 20:25,80% salary prior; zero/low FPPG
DEF,8,Atlanta Falcons,ATL,PIT,5.4,0.0,15,0.36,starter,,1,2026-09-13 17:00,80% salary prior; zero/low FPPG
DEF,9,Cleveland Browns,CLE,JAC,5.4,0.0,15,0.36,starter,,1,2026-09-13 17:00,80% salary prior; zero/low FPPG
DEF,10,Los Angeles Chargers,LAC,ARI,5.4,0.0,15,0.36,starter,,1,2026-09-13 20:25,80% salary prior; zero/low FPPG
DEF,11,New England Patriots,NE,SEA,5.4,0.0,15,0.36,starter,,1,2026-09-10 00:20,80% salary prior; zero/low FPPG
DEF,12,Pittsburgh Steelers,PIT,ATL,5.4,0.0,15,0.36,starter,,1,2026-09-13 17:00,80% salary prior; zero/low FPPG
DEF,13,New Orleans Saints,NO,DET,5.04,0.0,14,0.36,starter,,1,2026-09-13 17:00,80% salary prior; zero/low FPPG
DEF,14,Philadelphia Eagles,PHI,WAS,5.04,0.0,14,0.36,starter,,1,2026-09-13 20:25,80% salary prior; zero/low FPPG
DEF,15,Chicago Bears,CHI,CAR,4.68,0.0,13,0.36,starter,,1,2026-09-13 17:00,80% salary prior; zero/low FPPG
DEF,16,Detroit Lions,DET,NO,4.68,0.0,13,0.36,starter,,1,2026-09-13 17:00,80% salary prior; zero/low FPPG
DEF,17,Tennessee Titans,TEN,NYJ,4.68,0.0,13,0.36,starter,,1,2026-09-13 17:00,80% salary prior; zero/low FPPG
DEF,18,Buffalo Bills,BUF,HOU,4.32,0.0,12,0.36,starter,,1,2026-09-13 17:00,80% salary prior; zero/low FPPG
DEF,19,Dallas Cowboys,DAL,NYG,4.32,0.0,12,0.36,starter,,1,2026-09-14 00:20,80% salary prior; zero/low FPPG
DEF,20,Green Bay Packers,GB,MIN,4.32,0.0,12,0.36,starter,,1,2026-09-13 20:25,80% salary prior; zero/low FPPG
DEF,21,Kansas City Chiefs,KC,DEN,4.32,0.0,12,0.36,starter,,1,2026-09-15 00:15,80% salary prior; zero/low FPPG
DEF,22,Cincinnati Bengals,CIN,TB,3.96,0.0,11,0.36,starter,,1,2026-09-13 17:00,80% salary prior; zero/low FPPG
DEF,23,Las Vegas Raiders,LV,MIA,3.96,0.0,11,0.36,starter,,1,2026-09-13 20:25,80% salary prior; zero/low FPPG
DEF,24,Miami Dolphins,MIA,LV,3.96,0.0,11,0.36,starter,,1,2026-09-13 20:25,80% salary prior; zero/low FPPG
DEF,25,New York Giants,NYG,DAL,3.96,0.0,11,0.36,starter,,1,2026-09-14 00:20,80% salary prior; zero/low FPPG
