Position,Rank,Player,Team,Opponent,Estimated FP,Yahoo FPPG,Salary,FP / salary,Role,Role slot,Depth,Kickoff UTC,Projection method
RB,10,Kenneth Walker III,KC,IND,15.24,32.6,33,0.462,starter,RB slot 11,1,2026-09-21 00:20,Yahoo salary-position-depth regression (trained through 2025)
RB,11,Breece Hall,NYJ,GB,15.24,15.25,33,0.462,starter,RB slot 11,1,2026-09-20 17:00,Yahoo salary-position-depth regression (trained through 2025)
RB,12,Cam Skattebo,NYG,LA,14.86,14.1,32,0.464,starter,RB slot 11,1,2026-09-22 00:15,Yahoo salary-position-depth regression (trained through 2025)
RB,13,Kyren Williams,LA,NYG,14.86,14.0,32,0.464,starter,RB slot 11,1,2026-09-22 00:15,Yahoo salary-position-depth regression (trained through 2025)
RB,14,David Montgomery,HOU,CIN,14.5,15.4,31,0.468,starter,RB slot 11,1,2026-09-20 17:00,Yahoo salary-position-depth regression (trained through 2025)
RB,15,Saquon Barkley,PHI,TEN,14.5,5.5,31,0.468,starter,RB slot 11,1,2026-09-20 17:00,Yahoo salary-position-depth regression (trained through 2025)
RB,16,James Cook III,BUF,DET,14.16,14.4,30,0.472,starter,RB slot 11,1,2026-09-18 00:15,Yahoo salary-position-depth regression (trained through 2025)
RB,17,De'Von Achane,MIA,SF,14.16,8.6,30,0.472,starter,RB slot 11,1,2026-09-20 20:25,Yahoo salary-position-depth regression (trained through 2025)
RB,18,Bucky Irving,TB,CLE,13.85,13.9,29,0.478,starter,RB slot 11,1,2026-09-20 17:00,Yahoo salary-position-depth regression (trained through 2025)
RB,19,Travis Etienne Jr.,NO,BAL,13.55,8.7,28,0.484,starter,RB slot 11,1,2026-09-20 17:00,Yahoo salary-position-depth regression (trained through 2025)
RB,20,Jeremiyah Love,ARI,SEA,13.26,12.0,27,0.491,starter,RB slot 11,1,2026-09-20 20:25,Yahoo salary-position-depth regression (trained through 2025)
RB,21,Omarion Hampton,LAC,LV,12.98,8.3,26,0.499,starter,RB slot 11,1,2026-09-20 20:05,Yahoo salary-position-depth regression (trained through 2025)
RB,22,Rhamondre Stevenson,NE,PIT,12.69,6.55,25,0.508,starter,RB slot 11,1,2026-09-20 17:00,Yahoo salary-position-depth regression (trained through 2025)
RB,23,Chuba Hubbard,CAR,ATL,12.4,17.8,24,0.517,starter,RB slot 11,1,2026-09-20 17:00,Yahoo salary-position-depth regression (trained through 2025)
RB,24,Jaylen Warren,PIT,NE,12.11,8.25,23,0.526,starter,RB slot 11,1,2026-09-20 17:00,Yahoo salary-position-depth regression (trained through 2025)
RB,25,Jacory Croskey-Merritt,WAS,DAL,11.8,12.1,22,0.536,starter,RB slot 11,1,2026-09-20 20:25,Yahoo salary-position-depth regression (trained through 2025)
WR,1,Amon-Ra St. Brown,DET,BUF,16.0,27.2,38,0.421,starter,WR slot 1,1,2026-09-18 00:15,Yahoo salary-position-depth regression (trained through 2025)
WR,2,Jaxon Smith-Njigba,SEA,ARI,16.0,22.2,38,0.421,starter,WR slot 1,1,2026-09-20 20:25,Yahoo salary-position-depth regression (trained through 2025)
WR,3,Zay Flowers,BAL,NO,15.45,23.5,37,0.417,starter,WR slot 1,1,2026-09-20 17:00,Yahoo salary-position-depth regression (trained through 2025)
WR,4,Chris Olave,NO,BAL,15.45,20.9,37,0.417,starter,WR slot 1,1,2026-09-20 17:00,Yahoo salary-position-depth regression (trained through 2025)
WR,5,Justin Jefferson,MIN,CHI,14.49,17.1,35,0.414,starter,WR slot 1,1,2026-09-20 17:00,Yahoo salary-position-depth regression (trained through 2025)
WR,6,Puka Nacua,LA,NYG,14.07,9.9,34,0.414,starter,WR slot 1,1,2026-09-22 00:15,Yahoo salary-position-depth regression (trained through 2025)
WR,7,Ja'Marr Chase,CIN,HOU,13.7,12.6,33,0.415,starter,WR slot 1,1,2026-09-20 17:00,Yahoo salary-position-depth regression (trained through 2025)
WR,8,Rashee Rice,KC,IND,13.7,8.9,33,0.415,starter,WR slot 1,1,2026-09-21 00:20,Yahoo salary-position-depth regression (trained through 2025)
WR,9,CeeDee Lamb,DAL,WAS,13.06,12.9,31,0.421,starter,WR slot 1,1,2026-09-20 20:25,Yahoo salary-position-depth regression (trained through 2025)
WR,10,Christian Watson,GB,NYJ,12.78,20.9,30,0.426,starter,WR slot 1,1,2026-09-20 17:00,Yahoo salary-position-depth regression (trained through 2025)
WR,11,Parker Washington,JAC,DEN,12.78,16.8,30,0.426,starter,WR slot 2,1,2026-09-20 20:05,Yahoo salary-position-depth regression (trained through 2025)
WR,12,DJ Moore,BUF,DET,12.52,9.2,29,0.432,starter,WR slot 1,1,2026-09-18 00:15,Yahoo salary-position-depth regression (trained through 2025)
WR,13,Mike Evans,SF,MIA,12.28,13.9,28,0.438,starter,WR slot 1,1,2026-09-20 20:25,Yahoo salary-position-depth regression (trained through 2025)
WR,14,Drake London,ATL,CAR,12.28,5.7,28,0.438,starter,WR slot 1,1,2026-09-20 17:00,Yahoo salary-position-depth regression (trained through 2025)
WR,15,Jalen Coker,CAR,ATL,12.04,20.2,27,0.446,starter,WR slot 2,1,2026-09-20 17:00,Yahoo salary-position-depth regression (trained through 2025)
WR,16,Ladd McConkey,LAC,LV,12.04,16.7,27,0.446,starter,WR slot 1,1,2026-09-20 20:05,Yahoo salary-position-depth regression (trained through 2025)
WR,17,Malik Nabers,NYG,LA,11.82,9.9,26,0.455,starter,WR slot 1,1,2026-09-22 00:15,Yahoo salary-position-depth regression (trained through 2025)
WR,18,Michael Wilson,ARI,SEA,11.82,8.1,26,0.455,starter,WR slot 1,1,2026-09-20 20:25,Yahoo salary-position-depth regression (trained through 2025)
WR,19,Garrett Wilson,NYJ,GB,11.59,12.55,25,0.464,starter,WR slot 1,1,2026-09-20 17:00,Yahoo salary-position-depth regression (trained through 2025)
WR,20,Alec Pierce,IND,KC,11.37,8.1,24,0.474,starter,WR slot 1,1,2026-09-21 00:20,Yahoo salary-position-depth regression (trained through 2025)
WR,21,Jaylen Waddle,DEN,JAC,11.14,0.7,23,0.484,starter,WR slot 1,1,2026-09-20 20:05,Yahoo salary-position-depth regression (trained through 2025)
WR,22,Tee Higgins,CIN,HOU,11.02,9.7,28,0.393,starter,WR slot 2,2,2026-09-20 17:00,Yahoo salary-position-depth regression (trained through 2025)
WR,23,DeVonta Smith,PHI,TEN,10.89,14.75,22,0.495,starter,WR slot 1,1,2026-09-20 17:00,Yahoo salary-position-depth regression (trained through 2025)
WR,24,Stefon Diggs,WAS,DAL,10.63,13.5,21,0.506,starter,WR slot 2,1,2026-09-20 20:25,Yahoo salary-position-depth regression (trained through 2025)
WR,25,Luther Burden III,CHI,MIN,10.34,5.85,20,0.517,starter,WR slot 2,1,2026-09-20 17:00,Yahoo salary-position-depth regression (trained through 2025)
TE,1,Isaiah Likely,NYG,LA,12.66,23.8,27,0.469,starter,TE slot 10,1,2026-09-22 00:15,Yahoo salary-position-depth regression (trained through 2025)
TE,2,Trey McBride,ARI,SEA,12.66,20.0,27,0.469,starter,TE slot 10,1,2026-09-20 20:25,Yahoo salary-position-depth regression (trained through 2025)
TE,3,Dallas Goedert,PHI,TEN,11.98,11.3,25,0.479,starter,TE slot 10,1,2026-09-20 17:00,Yahoo salary-position-depth regression (trained through 2025)
TE,4,Brock Bowers,LV,LAC,10.95,12.02,22,0.498,starter,TE slot 10,1,2026-09-20 20:05,Yahoo salary-position-depth regression (trained through 2025)
TE,5,Dalton Kincaid,BUF,DET,10.58,17.25,21,0.504,starter,TE slot 10,1,2026-09-18 00:15,Yahoo salary-position-depth regression (trained through 2025)
TE,6,Juwan Johnson,NO,BAL,10.19,10.75,20,0.51,starter,TE slot 10,1,2026-09-20 17:00,Yahoo salary-position-depth regression (trained through 2025)
TE,7,Tyler Warren,IND,KC,9.78,8.8,19,0.515,starter,TE slot 10,1,2026-09-21 00:20,Yahoo salary-position-depth regression (trained through 2025)
TE,8,Brenton Strange,JAC,DEN,9.34,9.3,18,0.519,starter,TE slot 10,1,2026-09-20 20:05,Yahoo salary-position-depth regression (trained through 2025)
TE,9,Tucker Kraft,GB,NYJ,9.34,5.25,18,0.519,starter,TE slot 10,1,2026-09-20 17:00,Yahoo salary-position-depth regression (trained through 2025)
TE,10,Sam LaPorta,DET,BUF,8.87,10.75,17,0.522,starter,TE slot 10,1,2026-09-18 00:15,Yahoo salary-position-depth regression (trained through 2025)
TE,11,Travis Kelce,KC,IND,8.87,8.6,17,0.522,starter,TE slot 10,1,2026-09-21 00:20,Yahoo salary-position-depth regression (trained through 2025)
TE,12,George Kittle,SF,MIA,8.87,2.2,17,0.522,starter,TE slot 10,1,2026-09-20 20:25,Yahoo salary-position-depth regression (trained through 2025)
TE,13,Kenyon Sadiq,NYJ,GB,8.35,6.3,16,0.522,rotation,TE slot 10,1,2026-09-20 17:00,Yahoo salary-position-depth regression (trained through 2025)
TE,14,Harold Fannin Jr.,CLE,TB,8.35,5.5,16,0.522,starter,TE slot 10,1,2026-09-20 17:00,Yahoo salary-position-depth regression (trained through 2025)
TE,15,Colston Loveland,CHI,MIN,8.35,0.4,16,0.522,starter,TE slot 10,1,2026-09-20 17:00,Yahoo salary-position-depth regression (trained through 2025)
TE,16,Mark Andrews,BAL,NO,7.78,7.4,15,0.519,starter,TE slot 10,1,2026-09-20 17:00,Yahoo salary-position-depth regression (trained through 2025)
TE,17,Kyle Pitts Sr.,ATL,CAR,7.78,1.0,15,0.519,starter,TE slot 10,1,2026-09-20 17:00,Yahoo salary-position-depth regression (trained through 2025)
TE,18,Dalton Schultz,HOU,CIN,7.17,12.75,14,0.512,starter,TE slot 10,1,2026-09-20 17:00,Yahoo salary-position-depth regression (trained through 2025)
TE,19,T.J. Hockenson,MIN,CHI,7.17,8.0,14,0.512,starter,TE slot 10,1,2026-09-20 17:00,Yahoo salary-position-depth regression (trained through 2025)
TE,20,Hunter Henry,NE,PIT,7.17,4.8,14,0.512,starter,TE slot 10,1,2026-09-20 17:00,Yahoo salary-position-depth regression (trained through 2025)
TE,21,Pat Freiermuth,PIT,NE,6.5,9.25,13,0.5,rotation,TE slot 10,1,2026-09-20 17:00,Yahoo salary-position-depth regression (trained through 2025)
TE,22,Cade Otton,TB,CLE,6.5,5.2,13,0.5,starter,TE slot 10,1,2026-09-20 17:00,Yahoo salary-position-depth regression (trained through 2025)
TE,23,Mike Gesicki,CIN,HOU,5.76,16.3,12,0.48,starter,TE slot 10,1,2026-09-20 17:00,Yahoo salary-position-depth regression (trained through 2025)
TE,24,Greg Dulcich,MIA,SF,5.76,2.8,12,0.48,starter,TE slot 10,1,2026-09-20 20:25,Yahoo salary-position-depth regression (trained through 2025)
TE,25,AJ Barner,SEA,ARI,5.76,2.3,12,0.48,starter,TE slot 10,1,2026-09-20 20:25,Yahoo salary-position-depth regression (trained through 2025)
DEF,1,Pittsburgh Steelers,PIT,NE,8.04,13.0,20,0.402,starter,,1,2026-09-20 17:00,Yahoo salary-position-depth regression (trained through 2025)
DEF,2,San Francisco 49ers,SF,MIA,7.46,8.0,19,0.393,starter,,1,2026-09-20 20:25,Yahoo salary-position-depth regression (trained through 2025)
DEF,3,Seattle Seahawks,SEA,ARI,7.03,13.0,18,0.391,starter,,1,2026-09-20 20:25,Yahoo salary-position-depth regression (trained through 2025)
DEF,4,Denver Broncos,DEN,JAC,7.03,3.0,18,0.391,starter,,1,2026-09-20 20:05,Yahoo salary-position-depth regression (trained through 2025)
DEF,5,Cincinnati Bengals,CIN,HOU,6.71,14.5,17,0.395,starter,,1,2026-09-20 17:00,Yahoo salary-position-depth regression (trained through 2025)
DEF,6,Las Vegas Raiders,LV,LAC,6.71,13.0,17,0.395,starter,,1,2026-09-20 20:05,Yahoo salary-position-depth regression (trained through 2025)
DEF,7,Jacksonville Jaguars,JAC,DEN,6.49,13.0,16,0.406,starter,,1,2026-09-20 20:05,Yahoo salary-position-depth regression (trained through 2025)
DEF,8,Tampa Bay Buccaneers,TB,CLE,6.49,5.5,16,0.406,starter,,1,2026-09-20 17:00,Yahoo salary-position-depth regression (trained through 2025)
DEF,9,Arizona Cardinals,ARI,SEA,6.34,10.0,15,0.423,starter,,1,2026-09-20 20:25,Yahoo salary-position-depth regression (trained through 2025)
DEF,10,Detroit Lions,DET,BUF,6.34,4.0,15,0.423,starter,,1,2026-09-18 00:15,Yahoo salary-position-depth regression (trained through 2025)
DEF,11,Minnesota Vikings,MIN,CHI,6.23,12.5,14,0.445,starter,,1,2026-09-20 17:00,Yahoo salary-position-depth regression (trained through 2025)
DEF,12,New York Jets,NYJ,GB,6.23,7.5,14,0.445,starter,,1,2026-09-20 17:00,Yahoo salary-position-depth regression (trained through 2025)
DEF,13,New England Patriots,NE,PIT,6.15,13.5,13,0.473,starter,,1,2026-09-20 17:00,Yahoo salary-position-depth regression (trained through 2025)
DEF,14,Chicago Bears,CHI,MIN,6.15,6.5,13,0.473,starter,,1,2026-09-20 17:00,Yahoo salary-position-depth regression (trained through 2025)
DEF,15,Baltimore Ravens,BAL,NO,6.15,4.5,13,0.473,starter,,1,2026-09-20 17:00,Yahoo salary-position-depth regression (trained through 2025)
DEF,16,Buffalo Bills,BUF,DET,6.15,4.5,13,0.473,starter,,1,2026-09-18 00:15,Yahoo salary-position-depth regression (trained through 2025)
DEF,17,Kansas City Chiefs,KC,IND,6.06,12.0,12,0.505,starter,,1,2026-09-21 00:20,Yahoo salary-position-depth regression (trained through 2025)
DEF,18,Atlanta Falcons,ATL,CAR,6.06,3.0,12,0.505,starter,,1,2026-09-20 17:00,Yahoo salary-position-depth regression (trained through 2025)
DEF,19,New York Giants,NYG,LA,6.06,3.0,12,0.505,starter,,1,2026-09-22 00:15,Yahoo salary-position-depth regression (trained through 2025)
DEF,20,Philadelphia Eagles,PHI,TEN,6.06,3.0,12,0.505,starter,,1,2026-09-20 17:00,Yahoo salary-position-depth regression (trained through 2025)
DEF,21,Los Angeles Rams,LA,NYG,6.06,2.0,12,0.505,starter,,1,2026-09-22 00:15,Yahoo salary-position-depth regression (trained through 2025)
DEF,22,Dallas Cowboys,DAL,WAS,5.94,3.0,11,0.54,starter,,1,2026-09-20 20:25,Yahoo salary-position-depth regression (trained through 2025)
DEF,23,Washington Commanders,WAS,DAL,5.94,3.0,11,0.54,starter,,1,2026-09-20 20:25,Yahoo salary-position-depth regression (trained through 2025)
DEF,24,Houston Texans,HOU,CIN,5.94,2.0,11,0.54,starter,,1,2026-09-20 17:00,Yahoo salary-position-depth regression (trained through 2025)
DEF,25,Los Angeles Chargers,LAC,LV,5.94,1.0,11,0.54,starter,,1,2026-09-20 20:05,Yahoo salary-position-depth regression (trained through 2025)
