Position,Rank,Player,Team,Opponent,Estimated FP,Yahoo FPPG,Salary,FP / salary,Role,Role slot,Depth,Kickoff UTC,Projection method
RB,7,Derrick Henry,BAL,IND,15.96,16.0,38,0.42,starter,RB slot 11,1,2026-09-13 17:00,market good: Bovada+Underdog
RB,8,Saquon Barkley,PHI,WAS,15.91,13.44,34,0.468,starter,RB slot 11,1,2026-09-13 20:25,market good: Bovada+Underdog
RB,9,D'Andre Swift,CHI,CAR,15.38,13.08,28,0.549,starter,RB slot 11,1,2026-09-13 17:00,market good: Bovada+Underdog
RB,10,Omarion Hampton,LAC,ARI,15.16,11.96,29,0.523,starter,RB slot 11,1,2026-09-13 20:25,market good: Bovada+Underdog
RB,11,Ashton Jeanty,LV,MIA,15.12,12.8,33,0.458,starter,RB slot 11,1,2026-09-13 20:25,market td-estimate 35%: Bovada
RB,12,Chase Brown,CIN,TB,15.08,14.59,37,0.408,starter,RB slot 11,1,2026-09-13 17:00,market good: Bovada+Underdog
RB,13,Javonte Williams,DAL,NYG,14.85,14.08,29,0.512,starter,RB slot 11,1,2026-09-14 00:20,market good: Bovada+Underdog
RB,14,James Cook III,BUF,HOU,14.46,16.05,31,0.466,starter,RB slot 11,1,2026-09-13 17:00,market good: Bovada+Underdog
RB,15,Rhamondre Stevenson,NE,SEA,13.99,11.62,26,0.538,starter,RB slot 11,1,2026-09-10 00:20,market good: Bovada+Underdog
RB,16,Breece Hall,NYJ,TEN,13.96,11.85,27,0.517,starter,RB slot 11,1,2026-09-13 17:00,market good: Bovada+Underdog
RB,17,Kenneth Walker III,KC,DEN,13.93,12.33,35,0.398,starter,RB slot 11,1,2026-09-15 00:15,market good 90% audit: Underdog
RB,18,Kyren Williams,LA,SF,12.77,14.93,36,0.355,starter,RB slot 11,1,2026-09-11 00:35,market good: Bovada+Underdog
RB,19,Cam Skattebo,NYG,DAL,12.28,14.46,31,0.396,starter,RB slot 11,1,2026-09-14 00:20,market good: Bovada+Underdog
RB,20,Bucky Irving,TB,CIN,12.07,12.35,25,0.483,starter,RB slot 11,1,2026-09-13 17:00,market good: Bovada+Underdog
RB,21,Jaylen Warren,PIT,ATL,11.7,11.9,27,0.433,starter,RB slot 11,1,2026-09-13 17:00,market good: Bovada+Underdog
RB,22,David Montgomery,HOU,BUF,11.39,9.11,20,0.57,starter,RB slot 11,1,2026-09-13 17:00,market good 80% audit: Bovada+Underdog
RB,23,Quinshon Judkins,CLE,JAC,11.34,11.2,24,0.472,starter,RB slot 11,1,2026-09-13 17:00,market good: Bovada+Underdog
RB,24,Tony Pollard,TEN,NYJ,11.01,9.96,22,0.5,starter,RB slot 11,1,2026-09-13 17:00,market good: Bovada+Underdog
RB,25,Rico Dowdle,PIT,ATL,10.14,11.04,21,0.483,rotation,RB slot 11,2,2026-09-13 17:00,market good: Bovada+Underdog
WR,1,Ja'Marr Chase,CIN,TB,17.21,15.69,39,0.441,starter,WR slot 1,1,2026-09-13 17:00,market good: Bovada+Underdog
WR,2,Puka Nacua,LA,SF,16.74,19.79,38,0.441,starter,WR slot 1,1,2026-09-11 00:35,market good: Bovada+Underdog
WR,3,Amon-Ra St. Brown,DET,NO,15.57,15.62,38,0.41,starter,WR slot 1,1,2026-09-13 17:00,market good: Bovada+Underdog
WR,4,Jaxon Smith-Njigba,SEA,NE,15.37,17.04,35,0.439,starter,WR slot 1,1,2026-09-10 00:20,market good: Bovada+Underdog
WR,5,CeeDee Lamb,DAL,NYG,14.75,11.67,29,0.509,starter,WR slot 1,1,2026-09-14 00:20,market good: Bovada+Underdog
WR,6,Chris Olave,NO,DET,14.58,13.69,34,0.429,starter,WR slot 1,1,2026-09-13 17:00,market good: Bovada+Underdog
WR,7,Justin Jefferson,MIN,GB,13.04,9.38,28,0.466,starter,WR slot 1,1,2026-09-13 20:25,market good 80% audit: Bovada+Underdog
WR,8,George Pickens,DAL,NYG,13.0,14.44,27,0.481,starter,WR slot 2,2,2026-09-14 00:20,market good: Bovada+Underdog
WR,9,DeVonta Smith,PHI,WAS,12.86,9.68,27,0.476,starter,WR slot 1,1,2026-09-13 20:25,market good: Bovada+Underdog
WR,10,Nico Collins,HOU,BUF,12.78,12.14,27,0.473,starter,WR slot 1,1,2026-09-13 17:00,market good: Bovada+Underdog
WR,11,Tee Higgins,CIN,TB,12.76,12.14,33,0.387,starter,WR slot 2,2,2026-09-13 17:00,market good: Bovada+Underdog
WR,12,Rashee Rice,KC,DEN,12.65,15.45,29,0.436,starter,WR slot 1,1,2026-09-15 00:15,market good 90% audit: Underdog
WR,13,A.J. Brown,NE,SEA,12.61,11.58,26,0.485,starter,WR slot 1,1,2026-09-10 00:20,market good: Bovada+Underdog
WR,14,Malik Nabers,NYG,DAL,12.29,12.02,26,0.473,starter,WR slot 1,1,2026-09-14 00:20,market good: Bovada+Underdog
WR,15,Drake London,ATL,PIT,12.24,13.99,32,0.382,starter,WR slot 1,1,2026-09-13 17:00,market good: Bovada+Underdog
WR,16,Zay Flowers,BAL,IND,12.18,11.78,33,0.369,starter,WR slot 1,1,2026-09-13 17:00,market good: Bovada+Underdog
WR,17,Tetairoa McMillan,CAR,CHI,11.72,10.39,25,0.469,starter,WR slot 1,1,2026-09-13 17:00,market good: Bovada+Underdog
WR,18,Garrett Wilson,NYJ,TEN,11.66,11.64,25,0.466,starter,WR slot 1,1,2026-09-13 17:00,market good: Bovada+Underdog
WR,19,Ladd McConkey,LAC,ARI,11.57,8.98,24,0.482,starter,WR slot 1,1,2026-09-13 20:25,market good: Bovada+Underdog
WR,20,Jameson Williams,DET,NO,11.42,11.02,27,0.423,starter,WR slot 2,2,2026-09-13 17:00,market good: Bovada+Underdog
WR,21,Davante Adams,LA,SF,11.28,13.11,27,0.418,starter,WR slot 2,2,2026-09-11 00:35,market good: Bovada+Underdog
WR,22,Christian Watson,GB,MIN,10.96,11.45,22,0.498,starter,WR slot 1,1,2026-09-13 20:25,market good: Bovada+Underdog
WR,23,Emeka Egbuka,TB,CIN,10.96,9.66,20,0.548,starter,WR slot 1,1,2026-09-13 17:00,market good: Bovada+Underdog
WR,24,Parker Washington,JAC,CLE,10.54,10.36,27,0.39,starter,WR slot 2,1,2026-09-13 17:00,market good: Bovada+Underdog
WR,25,Jaylen Waddle,DEN,KC,10.33,10.13,21,0.492,starter,WR slot 1,1,2026-09-15 00:15,market good 90% audit: Underdog
TE,1,Brock Bowers,LV,MIA,12.93,12.02,26,0.497,starter,TE slot 10,1,2026-09-13 20:25,market good: Bovada+Underdog
TE,2,Trey McBride,ARI,LAC,11.78,14.88,28,0.421,starter,TE slot 10,1,2026-09-13 20:25,market good: Bovada+Underdog
TE,3,Colston Loveland,CHI,CAR,10.93,9.08,22,0.497,starter,TE slot 10,1,2026-09-13 17:00,market good: Bovada+Underdog
TE,4,Tyler Warren,IND,BAL,10.1,8.85,17,0.594,starter,TE slot 10,1,2026-09-13 17:00,market good: Bovada+Underdog
TE,5,Tucker Kraft,GB,MIN,9.78,12.65,23,0.425,starter,TE slot 10,1,2026-09-13 20:25,market good: Bovada+Underdog
TE,6,Sam LaPorta,DET,NO,9.63,9.66,21,0.459,starter,TE slot 10,1,2026-09-13 17:00,market good: Bovada+Underdog
TE,7,Kyle Pitts Sr.,ATL,PIT,9.12,9.81,21,0.434,starter,TE slot 10,1,2026-09-13 17:00,market good: Bovada+Underdog
TE,8,Juwan Johnson,NO,DET,9.1,8.32,17,0.535,starter,TE slot 10,1,2026-09-13 17:00,market good: Bovada+Underdog
TE,9,George Kittle,SF,LA,8.66,11.18,21,0.412,starter,TE slot 10,1,2026-09-11 00:35,market good 80% audit: Bovada+Underdog
TE,10,Travis Kelce,KC,DEN,8.59,9.13,15,0.573,starter,TE slot 10,1,2026-09-15 00:15,market good 90% audit: Underdog
TE,11,Mark Andrews,BAL,IND,8.52,6.29,14,0.609,starter,TE slot 10,1,2026-09-13 17:00,market good: Bovada+Underdog
TE,12,Dallas Goedert,PHI,WAS,8.4,10.78,19,0.442,starter,TE slot 10,1,2026-09-13 20:25,market good: Bovada+Underdog
TE,13,Dalton Kincaid,BUF,HOU,8.25,9.59,16,0.516,starter,TE slot 10,1,2026-09-13 17:00,market good: Bovada+Underdog
TE,14,Brenton Strange,JAC,CLE,8.16,7.45,15,0.544,starter,TE slot 10,1,2026-09-13 17:00,market good: Bovada+Underdog
TE,15,Harold Fannin Jr.,CLE,JAC,8.1,9.4,20,0.405,starter,TE slot 10,1,2026-09-13 17:00,market good: Bovada+Underdog
TE,16,Hunter Henry,NE,SEA,7.86,8.12,15,0.524,starter,TE slot 10,1,2026-09-10 00:20,market good: Bovada+Underdog
TE,17,Dalton Schultz,HOU,BUF,7.48,7.64,14,0.534,starter,TE slot 10,1,2026-09-13 17:00,market good: Bovada+Underdog
TE,18,Jake Ferguson,DAL,NYG,7.39,8.65,14,0.528,starter,TE slot 10,1,2026-09-14 00:20,market good: Bovada+Underdog
TE,19,Cade Otton,TB,CIN,6.98,6.18,13,0.537,starter,TE slot 10,1,2026-09-13 17:00,market good: Bovada+Underdog
TE,20,T.J. Hockenson,MIN,GB,6.93,5.82,13,0.533,starter,TE slot 10,1,2026-09-13 20:25,market good: Bovada+Underdog
TE,21,AJ Barner,SEA,NE,6.76,6.86,12,0.563,starter,TE slot 10,1,2026-09-10 00:20,market good: Bovada+Underdog
TE,22,Isaiah Likely,NYG,DAL,6.65,4.38,16,0.416,starter,TE slot 10,1,2026-09-14 00:20,market good 65% audit: Bovada+Underdog
TE,23,Pat Freiermuth,PIT,ATL,6.23,5.96,12,0.519,starter,TE slot 10,1,2026-09-13 17:00,market good: Bovada+Underdog
TE,24,Chig Okonkwo,WAS,PHI,5.99,5.65,13,0.461,starter,TE slot 10,1,2026-09-13 20:25,market good: Bovada+Underdog
TE,25,Jake Tonges,SF,LA,5.89,7.05,14,0.42,rotation,TE slot 10,2,2026-09-11 00:35,market td-estimate 35%: Bovada+Underdog
DEF,1,Seattle Seahawks,SEA,NE,6.84,0.0,19,0.36,starter,,1,2026-09-10 00:20,80% salary prior; zero/low FPPG
DEF,2,Houston Texans,HOU,BUF,6.48,0.0,18,0.36,starter,,1,2026-09-13 17:00,80% salary prior; zero/low FPPG
DEF,3,Jacksonville Jaguars,JAC,CLE,6.12,0.0,17,0.36,starter,,1,2026-09-13 17:00,80% salary prior; zero/low FPPG
DEF,4,Baltimore Ravens,BAL,IND,5.76,0.0,16,0.36,starter,,1,2026-09-13 17:00,80% salary prior; zero/low FPPG
DEF,5,Denver Broncos,DEN,KC,5.76,0.0,16,0.36,starter,,1,2026-09-15 00:15,80% salary prior; zero/low FPPG
DEF,6,Los Angeles Rams,LA,SF,5.76,0.0,16,0.36,starter,,1,2026-09-11 00:35,80% salary prior; zero/low FPPG
DEF,7,Minnesota Vikings,MIN,GB,5.76,0.0,16,0.36,starter,,1,2026-09-13 20:25,80% salary prior; zero/low FPPG
DEF,8,Atlanta Falcons,ATL,PIT,5.4,0.0,15,0.36,starter,,1,2026-09-13 17:00,80% salary prior; zero/low FPPG
DEF,9,Cleveland Browns,CLE,JAC,5.4,0.0,15,0.36,starter,,1,2026-09-13 17:00,80% salary prior; zero/low FPPG
DEF,10,Los Angeles Chargers,LAC,ARI,5.4,0.0,15,0.36,starter,,1,2026-09-13 20:25,80% salary prior; zero/low FPPG
DEF,11,New England Patriots,NE,SEA,5.4,0.0,15,0.36,starter,,1,2026-09-10 00:20,80% salary prior; zero/low FPPG
DEF,12,Pittsburgh Steelers,PIT,ATL,5.4,0.0,15,0.36,starter,,1,2026-09-13 17:00,80% salary prior; zero/low FPPG
DEF,13,New Orleans Saints,NO,DET,5.04,0.0,14,0.36,starter,,1,2026-09-13 17:00,80% salary prior; zero/low FPPG
DEF,14,Philadelphia Eagles,PHI,WAS,5.04,0.0,14,0.36,starter,,1,2026-09-13 20:25,80% salary prior; zero/low FPPG
DEF,15,Chicago Bears,CHI,CAR,4.68,0.0,13,0.36,starter,,1,2026-09-13 17:00,80% salary prior; zero/low FPPG
DEF,16,Detroit Lions,DET,NO,4.68,0.0,13,0.36,starter,,1,2026-09-13 17:00,80% salary prior; zero/low FPPG
DEF,17,Tennessee Titans,TEN,NYJ,4.68,0.0,13,0.36,starter,,1,2026-09-13 17:00,80% salary prior; zero/low FPPG
DEF,18,Buffalo Bills,BUF,HOU,4.32,0.0,12,0.36,starter,,1,2026-09-13 17:00,80% salary prior; zero/low FPPG
DEF,19,Dallas Cowboys,DAL,NYG,4.32,0.0,12,0.36,starter,,1,2026-09-14 00:20,80% salary prior; zero/low FPPG
DEF,20,Green Bay Packers,GB,MIN,4.32,0.0,12,0.36,starter,,1,2026-09-13 20:25,80% salary prior; zero/low FPPG
DEF,21,Kansas City Chiefs,KC,DEN,4.32,0.0,12,0.36,starter,,1,2026-09-15 00:15,80% salary prior; zero/low FPPG
DEF,22,Cincinnati Bengals,CIN,TB,3.96,0.0,11,0.36,starter,,1,2026-09-13 17:00,80% salary prior; zero/low FPPG
DEF,23,Las Vegas Raiders,LV,MIA,3.96,0.0,11,0.36,starter,,1,2026-09-13 20:25,80% salary prior; zero/low FPPG
DEF,24,Miami Dolphins,MIA,LV,3.96,0.0,11,0.36,starter,,1,2026-09-13 20:25,80% salary prior; zero/low FPPG
DEF,25,New York Giants,NYG,DAL,3.96,0.0,11,0.36,starter,,1,2026-09-14 00:20,80% salary prior; zero/low FPPG
